"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
0.000386720501266388,0.000438474280013818,0.000435847278971502,0.000503457684100911,0.000667488250670274,0.000279029731370775,0.00030428126853621,0.000365121731239811,0.000484660053720018,0.00067211330427888,0.000473846762356767,0.000716239239950636,0.000780131433466217,0.000420081912024538,0.000275540055126667,0.000409883748895339
0.000392173159776756,0.000495462028905248,0.000447910153480043,0.00217298020458047,0.000887252276452146,0.000342662214104083,0.000264513177213903,0.00036268418212406,0.000496037266014203,0.000561686764526556,0.000339739436770555,0.00177809616262468,0.000919967294345713,0.000325451791596045,0.000279763718388014,0.000461441005050516
0.000299112692711427,0.000295639940650683,0.00026268679230541,0.000377579349590856,0.000610584462415248,0.00137227771788201,0.000463883350369342,0.000415755817407154,0.000369566805667658,0.00032133057876936,0.000298040176099325,0.000353558601249523,0.000701340052088852,0.00128569545713845,0.000608420035188355,0.000417144851406881
0.000442143666026005,0.000206018080090464,0.000364211396994957,0.000441159290943395,0.00125583340623695,0.00049204709159282,0.000186279249819893,0.000275159187438965,0.000315599640060142,0.000417447144785808,0.000484531391845719,0.000517257345121463,0.00155851537191753,0.000514205581046359,0.000291331723374951,0.000279332139212401
0.000302964180775935,0.000289852498091551,0.000483010513643714,0.000281946504870851,0.000529863234926318,0.000235451569039579,0.000183758678711861,0.000346448623344286,0.000321289624580774,0.000447915505876906,0.000955691993751239,0.00030211282423801,0.000566579119058901,0.00027876523816378,0.000272200880133247,0.00028948196513795
0.000352109391678409,0.000324085473663208,0.000230144905885729,0.000600864514774123,0.00511099327467196,0.000683951064371481,0.000270542884915995,0.000310091998224326,0.000286156717368389,0.000265407662186055,0.00035826712682685,0.00040464306443291,0.00546566312913616,0.000611910220579647,0.000297423555367051,0.000275218298492786
0.000260419963562751,0.000207897289339257,0.000242906508364406,0.000213223414746147,0.000233961310342069,0.00018700886516095,0.00020796596854735,0.000299782818590234,0.000229926560748604,0.000253958696261689,0.000208203617819114,0.000276489915556266,0.000229433613323111,0.000227783866499437,0.000259416802947361,0.000313356368428636
0.000296150655375101,0.000250583821591523,0.000979167976029157,0.000266412570150333,0.000323902819975332,0.000318666595430887,0.000307265798878457,0.000501337378418849,0.000252695032048349,0.000277842682408909,0.000910108699466495,0.000312467482789304,0.000255105516502216,0.000193985473623416,0.000268389934720689,0.000487144521373954
0.000354224799508543,0.000250482867979012,0.000251014701738123,0.000241182663361575,0.00024655445386393,0.000865796533844623,0.000256503765731996,0.000375803145657117,0.000345775134758604,0.000255949363114571,0.000262275616928211,0.000299284247765529,0.000215855638558879,0.000673763031372575,0.000260208228233695,0.000239703989980225
0.000292146814122441,0.000274990250313506,0.000280302792014007,0.000311627451563545,0.000295556919227282,0.000453357849701401,0.000407522693097819,0.000282003994446406,0.000353832916070917,0.000348762395807488,0.000209121689240443,0.000170293548675917,0.000282034510275058,0.00057049596073397,0.000396228360059635,0.000374120432851084
