"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
0.00144297957085343,0.00158387543691868,0.00118932460621089,0.00508953216516752,0.00564178175733981,0.0010758708834166,0.00101526878679648,0.00124356795957235,0.00137966286599681,0.00195057869418751,0.00127333781243821,0.0055625083487575,0.0056984711013837,0.00096481915144484,0.00091452411650471,0.00100416417844925
0.00169893030521941,0.0018294533035649,0.00199457702034461,0.0097133807336715,0.00635271148526223,0.00109695816778136,0.000936614050469593,0.00131760718492262,0.00166485476612738,0.00214355885183352,0.00171348978134476,0.0113068996214785,0.00667015383548864,0.00127669769789455,0.000841867597876444,0.00116285364555834
0.00108251959226734,0.00118290120809338,0.00121461955497757,0.00237360692035478,0.00270951713939729,0.00565750013394126,0.00200207753611531,0.001393213544945,0.00082756256934384,0.00130800670668776,0.00171370736322649,0.00244450854680035,0.00237395588562155,0.00512578647419179,0.00177464198093734,0.00133865654623164
0.00127827375539531,0.00117678600805842,0.00149070135581133,0.00188229486723521,0.00480028903345548,0.00190813384794548,0.000936825864735483,0.00114834017952195,0.000888832128355451,0.0011811877727052,0.00149494449095747,0.00192008020961049,0.00538885057825844,0.00183343466452148,0.000973936104453945,0.000854652533605378
0.000985544423006246,0.000925860795256401,0.00200365094110816,0.00179392113431686,0.00155938375877244,0.0010589810726235,0.000801007149541827,0.000828621843183186,0.000780624648162517,0.00106307207999532,0.00252244998381779,0.00134902146732532,0.0017100598317609,0.00086995876290947,0.00110462794174197,0.00108262606722757
0.00112231027258724,0.000858325476164344,0.00112558958148204,0.00270956162878352,0.0212351162921487,0.00263744230436917,0.000935999884316046,0.00100764426086074,0.00130843497083216,0.00109520827869787,0.00102962387099584,0.00258483759116507,0.0221757855279726,0.00303327131014806,0.000937754129309511,0.000937070641581966
0.000858635800606321,0.000716226704958281,0.000735228117008366,0.000975988136189332,0.00149777583801286,0.000914839913960735,0.000615590381469322,0.000950971090688488,0.000905363640434896,0.000677049443451177,0.000867326361883784,0.00109406057746871,0.00165943038615974,0.000761207712358487,0.000652208902038425,0.00109234393102898
0.00108259402022468,0.00107905254280748,0.00300775210382067,0.00110042920618016,0.00137760326564569,0.00077885192852201,0.0010305450529476,0.00160844154605255,0.000972467471685699,0.000984941270562202,0.00362553402928169,0.00181784499824831,0.0013894443305083,0.000844712873570329,0.00126252980128673,0.0014658164630128
0.00109429060512259,0.00114907794365304,0.00120107743174619,0.000753850233051386,0.00101904650302621,0.00227134030937904,0.000840504610380523,0.000872032813676563,0.00120943969446401,0.000976702261912205,0.000686515650305054,0.000789906356380287,0.0010875332113605,0.00259578004466454,0.0009122399414286,0.000941142983210525
0.00111574229600007,0.00106378570455394,0.00078592080856508,0.000918507331738986,0.00112224664483928,0.0019924826308187,0.00150819871210983,0.00102575926388293,0.000949795419662076,0.000971359353147735,0.00108605067678155,0.000759488366435113,0.00105422660549673,0.00150093202046034,0.0013863466747345,0.00102588681423516
