"X1","X2"
4395.441,74.3579999999993
4389.863,74.6170000000002
4402.538,74.8800000000001
4396.426,74.5039999999999
4394.857,74.8180000000002
4391.427,74.4719999999998
4395.925,74.8660000000009
4393.73,74.2529999999997
4397.155,75.2569999999996
4390.748,74.5790000000006
4387.628,75.3460000000014
4385.714,74.2290000000012
4397.619,74.6620000000003
4387.076,74.6710000000021
4379.018,74.3839999999982
4384.793,74.4139999999989
4401.325,74.6779999999999
4390.067,74.3600000000024
4385.945,75.122000000003
4388.325,74.5429999999997
4381.478,74.4549999999981
4379.193,74.3850000000002
4393.848,74.6229999999978
4372.365,74.8039999999983
4385.727,74.762999999999
4387.359,74.3719999999958
4393.43700000001,74.3449999999975
4386.162,74.7179999999989
4384.144,75.4189999999981
4384.945,74.8279999999995
4386.78199999999,75.1070000000036
4396.40899999999,74.9410000000025
4375.697,74.5010000000038
4399.485,74.4549999999981
4392.036,74.2390000000014
4384.841,74.2439999999951
4390.877,74.0119999999988
4390.05,74.5080000000016
4387.813,75.1359999999986
4390.21099999999,74.5330000000067
4392.20400000001,74.6779999999926
4387.613,74.7449999999953
4388.01999999999,74.5820000000058
4381.904,74.3419999999969
4383.39800000001,74.0800000000017
4387.092,74.2350000000042
4390.785,73.9810000000034
4381.265,74.5090000000018
4396.45200000001,75.3139999999912
4396.425,74.7890000000007
4380.658,74.2349999999933
4386.016,75.0440000000017
4385.983,74.8040000000037
4387.11,74.9019999999982
4389.11900000001,74.5329999999922
4378.213,74.1909999999953
4407.571,74.5850000000028
4386.08200000001,74.9389999999985
4387.842,75.8310000000019
4387.594,74.2489999999962
4374.61700000001,74.780999999999
4383.327,74.6889999999876
4395.182,74.5289999999914
4397.95800000001,74.4739999999911
4386.77500000001,75.0839999999989
4373.898,74.6589999999997
4394.252,74.3999999999978
4379.27400000001,74.9130000000041
4388.656,75.6679999999978
4392.33,74.4850000000006
4395.189,74.820999999989
4383.69900000001,74.7280000000101
4381.12899999999,75.0260000000053
4392.64300000001,75.2399999999834
4385.249,74.9280000000072
4381.15800000002,74.1030000000101
4392.49599999998,74.0479999999952
4384.17300000001,74.073000000004
4384.467,75.2440000000061
4386.598,74.7049999999945
4379.93799999999,74.8059999999823
4400.57599999999,74.234999999986
4378.15400000002,74.4149999999936
4390.79599999999,74.2939999999871
4382.607,74.1080000000075
4390.47,74.275000000016
4378.04199999999,74.2380000000194
4386.608,74.5110000000132
4393.81799999999,75.7039999999906
4392.094,74.3129999999946
4396.914,72.6530000000057
4380.18199999999,72.3569999999963
4384.84800000001,70.3449999999939
4375.06400000001,71.4230000000025
4386.331,73.3269999999975
4389.44599999999,74.5689999999959
4346.776,67.926000000014
4378.308,73.7840000000069
4373.60199999999,69.0389999999898
4375.028,70.4650000000183
