1,33
1,4
1,3
1,3
1,4
1,5
1,4
1,18
1,9
1,33
1,3
1,3
1,3
1,6
1,5
1,3
2,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,3
3,2
4,2
4,2
5,2
1,9
1,4
1,33
1,33
1,3
1,3
1,3
1,6
1,3
1,4
1,3
1,9
1,20
1,7
1,3
1,5
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,8
1,2
1,5
1,3
1,5
1,3
1,3
1,31
1,4
1,2
1,11
1,4
1,33
1,7
1,11
1,4
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,5
1,4
1,3
1,2
1,3
1,33
1,3
1,3
1,12
1,9
1,23
1,33
1,33
1,13
1,3
1,4
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,3
5,2
1,3
1,4
1,33
1,7
1,21
1,3
1,3
1,4
1,7
1,4
1,3
1,9
1,7
1,33
1,4
1,19
2,2
2,2
2,2
2,2
2,2
2,2
2,3
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,10
1,4
1,4
1,33
1,31
1,4
1,3
1,8
1,5
1,3
1,3
1,3
1,33
1,7
1,5
1,7
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,4
1,3
1,3
1,2
1,4
1,3
1,33
1,11
1,3
1,3
1,3
1,7
1,3
1,4
1,16
1,6
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,3
1,22
1,4
1,28
1,3
1,3
1,4
1,3
1,3
1,7
1,3
1,5
1,3
1,4
1,7
1,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,9
1,7
1,24
1,33
1,33
1,8
1,4
1,33
1,3
1,3
1,4
1,4
1,3
1,33
1,18
1,4
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,4
1,7
1,4
1,33
1,33
1,4
1,33
1,5
1,33
1,2
1,4
1,2
1,5
1,5
1,5
1,3
2,2
2,2
2,2
2,3
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,3
1,22
1,5
1,3
1,7
1,5
1,19
1,12
1,3
1,3
1,3
1,9
1,4
1,2
1,3
1,4
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,27
1,3
1,3
1,7
1,3
1,3
1,3
1,33
1,21
1,5
1,9
1,6
1,33
1,3
1,6
1,26
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,16
1,3
1,4
1,16
1,5
1,6
1,4
1,14
1,3
1,4
1,10
1,3
1,9
1,33
1,4
1,6
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,33
1,12
1,33
1,3
1,2
1,4
1,3
1,3
1,4
1,2
1,3
1,17
1,3
1,3
1,7
1,12
2,3
2,3
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,33
1,33
1,10
1,5
1,3
1,3
1,4
1,7
1,3
1,2
1,4
1,2
1,4
1,3
1,8
1,4
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,3
1,33
1,11
1,15
1,3
1,3
1,4
1,3
1,4
1,5
1,3
1,8
1,15
1,3
1,21
1,5
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,4
1,3
1,3
1,3
1,3
1,3
1,3
1,33
1,3
1,3
1,12
1,19
1,4
1,3
1,3
1,6
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,13
1,3
1,4
1,6
1,3
1,4
1,5
1,33
1,10
1,5
1,4
1,10
1,33
1,11
1,3
1,3
2,2
2,2
2,2
2,2
2,2
2,2
2,3
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,3
1,3
1,3
1,23
1,2
1,8
1,7
1,4
1,2
1,33
1,12
1,3
1,33
1,10
1,5
1,33
2,2
2,2
2,2
2,2
2,2
2,2
2,3
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,4
1,3
1,4
1,7
1,19
1,4
1,3
1,3
1,8
1,3
1,3
1,2
1,33
1,3
1,4
1,5
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,4
1,3
1,3
1,8
1,4
1,4
1,9
1,7
1,13
1,8
1,4
1,3
1,7
1,33
1,3
1,20
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,16
1,3
1,22
1,3
1,12
1,3
1,3
1,4
1,3
1,3
1,3
1,4
1,10
1,7
1,4
1,5
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,17
1,9
1,3
1,5
1,4
1,4
1,4
1,2
1,3
1,5
1,2
1,33
1,6
1,33
1,6
1,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,4
1,2
1,7
1,9
1,4
1,4
1,3
1,2
1,3
1,4
1,6
1,3
1,10
1,4
1,4
1,17
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
4,2
4,2
5,2
1,6
1,4
1,7
1,16
1,33
1,3
1,4
1,3
1,33
1,6
1,3
1,3
1,12
1,5
1,7
1,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
